timestamp,value,rating
"16 Nov, 10:00 PM",96.1,PM2.5 µg/m³ - Trung bình
"16 Nov, 11:00 PM",122.2,PM2.5 µg/m³ - Không lành mạnh cho các nhóm nhạy cảm
"17 Nov, 12:00 AM",130.4,PM2.5 µg/m³ - Không lành mạnh cho các nhóm nhạy cảm
"17 Nov, 1:00 AM",138.6,PM2.5 µg/m³ - Không lành mạnh cho các nhóm nhạy cảm
"17 Nov, 2:00 AM",144.2,PM2.5 µg/m³ - Không lành mạnh cho các nhóm nhạy cảm
"17 Nov, 3:00 AM",125.3,PM2.5 µg/m³ - Không lành mạnh cho các nhóm nhạy cảm
"17 Nov, 4:00 AM",90.1,PM2.5 µg/m³ - Trung bình
"17 Nov, 5:00 AM",79,PM2.5 µg/m³ - Trung bình
"17 Nov, 6:00 AM",106.3,PM2.5 µg/m³ - Không lành mạnh cho các nhóm nhạy cảm
"17 Nov, 7:00 AM",97.6,PM2.5 µg/m³ - Trung bình
"17 Nov, 8:00 AM",90.7,PM2.5 µg/m³ - Trung bình
"17 Nov, 9:00 AM",53.5,PM2.5 µg/m³ - Trung bình
"17 Nov, 10:00 AM",28.8,PM2.5 µg/m³ - Tốt
"17 Nov, 11:00 AM",33.7,PM2.5 µg/m³ - Tốt
"17 Nov, 12:00 PM",43.5,PM2.5 µg/m³ - Tốt
"17 Nov, 1:00 PM",38.7,PM2.5 µg/m³ - Tốt
"17 Nov, 2:00 PM",41.7,PM2.5 µg/m³ - Tốt
"17 Nov, 3:00 PM",47.6,PM2.5 µg/m³ - Tốt
"17 Nov, 4:00 PM",76,PM2.5 µg/m³ - Trung bình
"17 Nov, 5:00 PM",41.3,PM2.5 µg/m³ - Tốt
"17 Nov, 6:00 PM",76.4,PM2.5 µg/m³ - Trung bình
"17 Nov, 7:00 PM",128.2,PM2.5 µg/m³ - Không lành mạnh cho các nhóm nhạy cảm
"17 Nov, 8:00 PM",95.1,PM2.5 µg/m³ - Trung bình
