station,timestamp,aqi,rating_aqi,pm2.5,rating_pm2.5 
VSTARSCHOOL,"13 Nov 2021, 11:00 AM",61,AQI US - Trung bình,17,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 12:00 PM",41,AQI US - Tốt,10,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 1:00 PM",33,AQI US - Tốt,8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 2:00 PM",29,AQI US - Tốt,7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 3:00 PM",33,AQI US - Tốt,8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 4:00 PM",29,AQI US - Tốt,7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 5:00 PM",45,AQI US - Tốt,11,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 6:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 7:00 PM",41,AQI US - Tốt,10,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 8:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 9:00 PM",33,AQI US - Tốt,8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 10:00 PM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"13 Nov 2021, 11:00 PM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 12:00 AM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 1:00 AM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 2:00 AM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 3:00 AM",78,AQI US - Trung bình,24.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 4:00 AM",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 5:00 AM",57,AQI US - Trung bình,15,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 6:00 AM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 7:00 AM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 8:00 AM",80,AQI US - Trung bình,25.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 9:00 AM",84,AQI US - Trung bình,27.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 10:00 AM",98,AQI US - Trung bình,34.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 11:00 AM",114,AQI US - Không lành mạnh cho các nhóm nhạy cảm,40.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 12:00 PM",109,AQI US - Không lành mạnh cho các nhóm nhạy cảm,38.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 1:00 PM",102,AQI US - Không lành mạnh cho các nhóm nhạy cảm,35.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 2:00 PM",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 3:00 PM",61,AQI US - Trung bình,16.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 4:00 PM",21,AQI US - Tốt,5,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 5:00 PM",33,AQI US - Tốt,8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 6:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 7:00 PM",41,AQI US - Tốt,10,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 8:00 PM",45,AQI US - Tốt,11,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 9:00 PM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 10:00 PM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"14 Nov 2021, 11:00 PM",84,AQI US - Trung bình,27.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 12:00 AM",96,AQI US - Trung bình,33.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 1:00 AM",147,AQI US - Không lành mạnh cho các nhóm nhạy cảm,54.2,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"15 Nov 2021, 2:00 AM",113,AQI US - Không lành mạnh cho các nhóm nhạy cảm,40.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 3:00 AM",101,AQI US - Không lành mạnh cho các nhóm nhạy cảm,35.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 4:00 AM",84,AQI US - Trung bình,27.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 5:00 AM",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 6:00 AM",96,AQI US - Trung bình,33.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 7:00 AM",135,AQI US - Không lành mạnh cho các nhóm nhạy cảm,49.3,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 8:00 AM",113,AQI US - Không lành mạnh cho các nhóm nhạy cảm,40.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 9:00 AM",96,AQI US - Trung bình,33.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 10:00 AM",57,AQI US - Trung bình,15,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 11:00 AM",61,AQI US - Trung bình,17,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 12:00 PM",53,AQI US - Trung bình,13,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 1:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 2:00 PM",29,AQI US - Tốt,7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 3:00 PM",29,AQI US - Tốt,7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 4:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 5:00 PM",45,AQI US - Tốt,11,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 6:00 PM",50,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 7:00 PM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 8:00 PM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 9:00 PM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 10:00 PM",45,AQI US - Tốt,11,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"15 Nov 2021, 11:00 PM",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 12:00 AM",61,AQI US - Trung bình,16.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 1:00 AM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 2:00 AM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 3:00 AM",59,AQI US - Trung bình,15.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 4:00 AM",57,AQI US - Trung bình,15,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 5:00 AM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 6:00 AM",76,AQI US - Trung bình,23.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 7:00 AM",78,AQI US - Trung bình,24.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 8:00 AM",88,AQI US - Trung bình,29.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 9:00 AM",104,AQI US - Không lành mạnh cho các nhóm nhạy cảm,36.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 10:00 AM",84,AQI US - Trung bình,27.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 11:00 AM",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 12:00 PM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 1:00 PM",57,AQI US - Trung bình,15,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 2:00 PM",50,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 3:00 PM",33,AQI US - Tốt,8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 4:00 PM",33,AQI US - Tốt,8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 5:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 6:00 PM",33,AQI US - Tốt,8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 7:00 PM",50,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 8:00 PM",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 9:00 PM",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 10:00 PM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"16 Nov 2021, 11:00 PM",61,AQI US - Trung bình,16.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 12:00 AM",57,AQI US - Trung bình,15,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 1:00 AM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 2:00 AM",59,AQI US - Trung bình,15.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 3:00 AM",59,AQI US - Trung bình,15.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 4:00 AM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 5:00 AM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 6:00 AM",94,AQI US - Trung bình,32.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 7:00 AM",130,AQI US - Không lành mạnh cho các nhóm nhạy cảm,47.3,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 8:00 AM",137,AQI US - Không lành mạnh cho các nhóm nhạy cảm,50.3,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 9:00 AM",128,AQI US - Không lành mạnh cho các nhóm nhạy cảm,46.5,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 10:00 AM",114,AQI US - Không lành mạnh cho các nhóm nhạy cảm,40.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 11:00 AM",80,AQI US - Trung bình,25.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 12:00 PM",72,AQI US - Trung bình,21.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 1:00 PM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 2:00 PM",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 3:00 PM",94,AQI US - Trung bình,32.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 4:00 PM",76,AQI US - Trung bình,24,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 5:00 PM",76,AQI US - Trung bình,23.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 6:00 PM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 7:00 PM",55,AQI US - Trung bình,13.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 8:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 9:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 10:00 PM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"17 Nov 2021, 11:00 PM",57,AQI US - Trung bình,14.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 12:00 AM",120,AQI US - Không lành mạnh cho các nhóm nhạy cảm,43.4,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 1:00 AM",132,AQI US - Không lành mạnh cho các nhóm nhạy cảm,48.3,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 2:00 AM",118,AQI US - Không lành mạnh cho các nhóm nhạy cảm,42.5,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 3:00 AM",127,AQI US - Không lành mạnh cho các nhóm nhạy cảm,46.3,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 4:00 AM",94,AQI US - Trung bình,32.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 5:00 AM",90,AQI US - Trung bình,30.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 6:00 AM",104,AQI US - Không lành mạnh cho các nhóm nhạy cảm,36.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 7:00 AM",120,AQI US - Không lành mạnh cho các nhóm nhạy cảm,43.4,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 8:00 AM",128,AQI US - Không lành mạnh cho các nhóm nhạy cảm,46.4,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 9:00 AM",106,AQI US - Không lành mạnh cho các nhóm nhạy cảm,37.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 10:00 AM",111,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 11:00 AM",118,AQI US - Không lành mạnh cho các nhóm nhạy cảm,42.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 12:00 PM",86,AQI US - Trung bình,28.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 1:00 PM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 2:00 PM",72,AQI US - Trung bình,21.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 3:00 PM",65,AQI US - Trung bình,19,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 4:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 5:00 PM",33,AQI US - Tốt,8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 6:00 PM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 7:00 PM",80,AQI US - Trung bình,25.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 8:00 PM",78,AQI US - Trung bình,24.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 9:00 PM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 10:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"18 Nov 2021, 11:00 PM",88,AQI US - Trung bình,29.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 12:00 AM",80,AQI US - Trung bình,25.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 1:00 AM",116,AQI US - Không lành mạnh cho các nhóm nhạy cảm,41.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 2:00 AM",152,AQI US - Không lành mạnh,58.1,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"19 Nov 2021, 3:00 AM",164,AQI US - Không lành mạnh,80.2,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"19 Nov 2021, 4:00 AM",162,AQI US - Không lành mạnh,77.2,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"19 Nov 2021, 5:00 AM",156,AQI US - Không lành mạnh,64.7,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"19 Nov 2021, 6:00 AM",128,AQI US - Không lành mạnh cho các nhóm nhạy cảm,46.3,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 7:00 AM",111,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.5,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 8:00 AM",94,AQI US - Trung bình,32.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 9:00 AM",86,AQI US - Trung bình,28.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 10:00 AM",61,AQI US - Trung bình,17,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 11:00 AM",63,AQI US - Trung bình,18,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 12:00 PM",61,AQI US - Trung bình,17,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 1:00 PM",70,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 2:00 PM",67,AQI US - Trung bình,20,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 3:00 PM",67,AQI US - Trung bình,20,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 4:00 PM",80,AQI US - Trung bình,25.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 5:00 PM",107,AQI US - Không lành mạnh cho các nhóm nhạy cảm,37.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 6:00 PM",92,AQI US - Trung bình,31.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 7:00 PM",61,AQI US - Trung bình,16.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 8:00 PM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 9:00 PM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 10:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"19 Nov 2021, 11:00 PM",57,AQI US - Trung bình,15,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 12:00 AM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 1:00 AM",57,AQI US - Trung bình,14.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 2:00 AM",61,AQI US - Trung bình,16.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 3:00 AM",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 4:00 AM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 5:00 AM",98,AQI US - Trung bình,34.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 6:00 AM",101,AQI US - Không lành mạnh cho các nhóm nhạy cảm,35.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 7:00 AM",111,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 8:00 AM",128,AQI US - Không lành mạnh cho các nhóm nhạy cảm,46.5,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 9:00 AM",90,AQI US - Trung bình,30.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 10:00 AM",126,AQI US - Không lành mạnh cho các nhóm nhạy cảm,45.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 11:00 AM",157,AQI US - Không lành mạnh,67.2,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"20 Nov 2021, 12:00 PM",153,AQI US - Không lành mạnh,59.4,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"20 Nov 2021, 1:00 PM",152,AQI US - Không lành mạnh,57.4,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"20 Nov 2021, 2:00 PM",163,AQI US - Không lành mạnh,77.9,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"20 Nov 2021, 3:00 PM",166,AQI US - Không lành mạnh,84.2,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"20 Nov 2021, 4:00 PM",111,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.5,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 5:00 PM",73,AQI US - Trung bình,22.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 6:00 PM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 7:00 PM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 8:00 PM",80,AQI US - Trung bình,25.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 9:00 PM",80,AQI US - Trung bình,25.8,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 10:00 PM",101,AQI US - Không lành mạnh cho các nhóm nhạy cảm,35.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"20 Nov 2021, 11:00 PM",90,AQI US - Trung bình,30.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 12:00 AM",90,AQI US - Trung bình,30.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 1:00 AM",108,AQI US - Không lành mạnh cho các nhóm nhạy cảm,38.5,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 2:00 AM",96,AQI US - Trung bình,33.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 3:00 AM",104,AQI US - Không lành mạnh cho các nhóm nhạy cảm,36.6,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 4:00 AM",144,AQI US - Không lành mạnh cho các nhóm nhạy cảm,53.1,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"21 Nov 2021, 5:00 AM",153,AQI US - Không lành mạnh,58.9,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"21 Nov 2021, 6:00 AM",156,AQI US - Không lành mạnh,64.7,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"21 Nov 2021, 7:00 AM",164,AQI US - Không lành mạnh,80,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"21 Nov 2021, 8:00 AM",170,AQI US - Không lành mạnh,91.5,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"21 Nov 2021, 9:00 AM",155,AQI US - Không lành mạnh,64.2,PM2.5 µg/m³ - Trung bình
VSTARSCHOOL,"21 Nov 2021, 10:00 AM",133,AQI US - Không lành mạnh cho các nhóm nhạy cảm,48.7,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 11:00 AM",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 12:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 1:00 PM",53,AQI US - Trung bình,13,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 2:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 3:00 PM",92,AQI US - Trung bình,31.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 4:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 5:00 PM",41,AQI US - Tốt,10,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 6:00 PM",50,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 7:00 PM",45,AQI US - Tốt,11,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 8:00 PM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 9:00 PM",61,AQI US - Trung bình,17,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 10:00 PM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"21 Nov 2021, 11:00 PM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"22 Nov 2021, 12:00 AM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"22 Nov 2021, 1:00 AM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"22 Nov 2021, 2:00 AM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"22 Nov 2021, 3:00 AM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
VSTARSCHOOL,"22 Nov 2021, 4:00 AM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
