station,timestamp,aqi,rating_aqi,pm2.5,rating_pm2.5 
SimCity Premier District 9,"21 Nov 2021, 9:00 AM",121,AQI US - Không lành mạnh cho các nhóm nhạy cảm,43.5,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 10:00 AM",88,AQI US - Trung bình,29.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 11:00 AM",82,AQI US - Trung bình,26.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 12:00 PM",86,AQI US - Trung bình,28.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 1:00 PM",70,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 2:00 PM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 3:00 PM",61,AQI US - Trung bình,17,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 4:00 PM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 5:00 PM",104,AQI US - Không lành mạnh cho các nhóm nhạy cảm,36.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 6:00 PM",61,AQI US - Trung bình,16.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 7:00 PM",59,AQI US - Trung bình,15.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 8:00 PM",61,AQI US - Trung bình,16.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 9:00 PM",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 10:00 PM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 11:00 PM",84,AQI US - Trung bình,27.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"21 Nov 2021, 7:00 AM",180,AQI US - Không lành mạnh,111.4,PM2.5 µg/m³ - Không lành mạnh cho các nhóm nhạy cảm
SimCity Premier District 9,"22 Nov 2021, 12:00 AM",71,AQI US - Trung bình,21.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 1:00 AM",78,AQI US - Trung bình,24.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 2:00 AM",80,AQI US - Trung bình,25.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 3:00 AM",76,AQI US - Trung bình,23.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 4:00 AM",82,AQI US - Trung bình,26.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 5:00 AM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 6:00 AM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 7:00 AM",76,AQI US - Trung bình,23.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 8:00 AM",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 9:00 AM",59,AQI US - Trung bình,15.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 10:00 AM",53,AQI US - Trung bình,13,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 11:00 AM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 12:00 PM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 1:00 PM",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 2:00 PM",33,AQI US - Tốt,8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 3:00 PM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 4:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 5:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 6:00 PM",49,AQI US - Tốt,11.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 7:00 PM",101,AQI US - Không lành mạnh cho các nhóm nhạy cảm,35.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 8:00 PM",80,AQI US - Trung bình,25.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 9:00 PM",86,AQI US - Trung bình,28.7,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 10:00 PM",92,AQI US - Trung bình,31.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"22 Nov 2021, 11:00 PM",113,AQI US - Không lành mạnh cho các nhóm nhạy cảm,40.3,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 12:00 AM",98,AQI US - Trung bình,34.5,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 1:00 AM",98,AQI US - Trung bình,34.4,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 2:00 AM",119,AQI US - Không lành mạnh cho các nhóm nhạy cảm,43,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 3:00 AM",139,AQI US - Không lành mạnh cho các nhóm nhạy cảm,50.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 4:00 AM",139,AQI US - Không lành mạnh cho các nhóm nhạy cảm,50.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 5:00 AM",139,AQI US - Không lành mạnh cho các nhóm nhạy cảm,50.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 6:00 AM",132,AQI US - Không lành mạnh cho các nhóm nhạy cảm,48,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 7:00 AM",132,AQI US - Không lành mạnh cho các nhóm nhạy cảm,48,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 8:00 AM",96,AQI US - Trung bình,33.7,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 9:00 AM",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 10:00 AM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 11:00 AM",86,AQI US - Trung bình,28.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 12:00 PM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 1:00 PM",82,AQI US - Trung bình,26.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 2:00 PM",92,AQI US - Trung bình,31.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 3:00 PM",98,AQI US - Trung bình,34.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 4:00 PM",84,AQI US - Trung bình,27.7,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 5:00 PM",113,AQI US - Không lành mạnh cho các nhóm nhạy cảm,40.4,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 6:00 PM",144,AQI US - Không lành mạnh cho các nhóm nhạy cảm,53.1,PM2.5 µg/m³ - Trung bình
SimCity Premier District 9,"23 Nov 2021, 7:00 PM",159,AQI US - Không lành mạnh,71.4,PM2.5 µg/m³ - Trung bình
SimCity Premier District 9,"23 Nov 2021, 8:00 PM",154,AQI US - Không lành mạnh,60.6,PM2.5 µg/m³ - Trung bình
SimCity Premier District 9,"23 Nov 2021, 9:00 PM",159,AQI US - Không lành mạnh,71.7,PM2.5 µg/m³ - Trung bình
SimCity Premier District 9,"23 Nov 2021, 10:00 PM",134,AQI US - Không lành mạnh cho các nhóm nhạy cảm,49,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"23 Nov 2021, 11:00 PM",111,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.4,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 12:00 AM",73,AQI US - Trung bình,22.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 1:00 AM",65,AQI US - Trung bình,18.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 2:00 AM",65,AQI US - Trung bình,18.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 3:00 AM",79,AQI US - Trung bình,25.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 4:00 AM",122,AQI US - Không lành mạnh cho các nhóm nhạy cảm,43.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 5:00 AM",153,AQI US - Không lành mạnh,59.4,PM2.5 µg/m³ - Trung bình
SimCity Premier District 9,"24 Nov 2021, 6:00 AM",156,AQI US - Không lành mạnh,64.4,PM2.5 µg/m³ - Trung bình
SimCity Premier District 9,"24 Nov 2021, 7:00 AM",125,AQI US - Không lành mạnh cho các nhóm nhạy cảm,45.3,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 8:00 AM",94,AQI US - Trung bình,32.7,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 9:00 AM",92,AQI US - Trung bình,31.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 10:00 AM",107,AQI US - Không lành mạnh cho các nhóm nhạy cảm,37.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 11:00 AM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 12:00 PM",50,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 1:00 PM",50,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 2:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 3:00 PM",57,AQI US - Trung bình,15,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 4:00 PM",63,AQI US - Trung bình,18,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 5:00 PM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 6:00 PM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 7:00 PM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 8:00 PM",92,AQI US - Trung bình,31.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 9:00 PM",106,AQI US - Không lành mạnh cho các nhóm nhạy cảm,37.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"24 Nov 2021, 10:00 PM",149,AQI US - Không lành mạnh cho các nhóm nhạy cảm,55,PM2.5 µg/m³ - Trung bình
SimCity Premier District 9,"24 Nov 2021, 11:00 PM",155,AQI US - Không lành mạnh,63.6,PM2.5 µg/m³ - Trung bình
SimCity Premier District 9,"25 Nov 2021, 12:00 AM",156,AQI US - Không lành mạnh,65.7,PM2.5 µg/m³ - Trung bình
SimCity Premier District 9,"25 Nov 2021, 1:00 AM",157,AQI US - Không lành mạnh,66.6,PM2.5 µg/m³ - Trung bình
SimCity Premier District 9,"25 Nov 2021, 2:00 AM",127,AQI US - Không lành mạnh cho các nhóm nhạy cảm,46.2,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 3:00 AM",100,AQI US - Trung bình,35.5,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 4:00 AM",82,AQI US - Trung bình,26.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 5:00 AM",76,AQI US - Trung bình,23.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 6:00 AM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 7:00 AM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 8:00 AM",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 9:00 AM",90,AQI US - Trung bình,30.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 10:00 AM",78,AQI US - Trung bình,24.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 11:00 AM",102,AQI US - Không lành mạnh cho các nhóm nhạy cảm,35.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 12:00 PM",90,AQI US - Trung bình,30.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 1:00 PM",61,AQI US - Trung bình,17,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 2:00 PM",53,AQI US - Trung bình,13,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 3:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 4:00 PM",50,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 5:00 PM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 6:00 PM",82,AQI US - Trung bình,26.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 7:00 PM",126,AQI US - Không lành mạnh cho các nhóm nhạy cảm,45.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 8:00 PM",135,AQI US - Không lành mạnh cho các nhóm nhạy cảm,49.5,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 9:00 PM",104,AQI US - Không lành mạnh cho các nhóm nhạy cảm,36.7,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 10:00 PM",80,AQI US - Trung bình,25.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"25 Nov 2021, 11:00 PM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 12:00 AM",84,AQI US - Trung bình,27.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 1:00 AM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 2:00 AM",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 3:00 AM",45,AQI US - Tốt,11,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 4:00 AM",57,AQI US - Trung bình,14.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 5:00 AM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 6:00 AM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 7:00 AM",80,AQI US - Trung bình,25.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 8:00 AM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 9:00 AM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 10:00 AM",61,AQI US - Trung bình,17,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 11:00 AM",65,AQI US - Trung bình,19,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 12:00 PM",65,AQI US - Trung bình,19,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 1:00 PM",57,AQI US - Trung bình,15,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 2:00 PM",53,AQI US - Trung bình,13,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 3:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 4:00 PM",59,AQI US - Trung bình,16,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 5:00 PM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 6:00 PM",96,AQI US - Trung bình,33.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 7:00 PM",123,AQI US - Không lành mạnh cho các nhóm nhạy cảm,44.6,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 8:00 PM",82,AQI US - Trung bình,26.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 9:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 10:00 PM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"26 Nov 2021, 11:00 PM",41,AQI US - Tốt,10,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 12:00 AM",45,AQI US - Tốt,11,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 1:00 AM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 2:00 AM",41,AQI US - Tốt,10,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 3:00 AM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 4:00 AM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 5:00 AM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 6:00 AM",65,AQI US - Trung bình,18.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 7:00 AM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 8:00 AM",72,AQI US - Trung bình,21.9,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 9:00 AM",82,AQI US - Trung bình,26.8,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 10:00 AM",57,AQI US - Trung bình,15,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 11:00 AM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 12:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 1:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
SimCity Premier District 9,"27 Nov 2021, 2:00 PM",57,AQI US - Trung bình,15,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"22 Nov 2021, 5:00 PM",25,AQI US - Tốt,6,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"22 Nov 2021, 6:00 PM",37,AQI US - Tốt,9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"22 Nov 2021, 7:00 PM",94,AQI US - Trung bình,32.7,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"22 Nov 2021, 8:00 PM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"22 Nov 2021, 9:00 PM",59,AQI US - Trung bình,15.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"22 Nov 2021, 10:00 PM",49,AQI US - Tốt,12,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"22 Nov 2021, 11:00 PM",55,AQI US - Trung bình,13.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 12:00 AM",45,AQI US - Tốt,11,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 1:00 AM",61,AQI US - Trung bình,16.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 2:00 AM",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 3:00 AM",76,AQI US - Trung bình,23.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 4:00 AM",80,AQI US - Trung bình,25.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 5:00 AM",82,AQI US - Trung bình,26.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 6:00 AM",90,AQI US - Trung bình,30.7,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 7:00 AM",132,AQI US - Không lành mạnh cho các nhóm nhạy cảm,48.2,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 8:00 AM",135,AQI US - Không lành mạnh cho các nhóm nhạy cảm,49.2,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 9:00 AM",157,AQI US - Không lành mạnh,66.8,PM2.5 µg/m³ - Trung bình
Vo Thi Sau High School,"23 Nov 2021, 10:00 AM",106,AQI US - Không lành mạnh cho các nhóm nhạy cảm,37.7,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 11:00 AM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 12:00 PM",114,AQI US - Không lành mạnh cho các nhóm nhạy cảm,40.7,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 1:00 PM",80,AQI US - Trung bình,25.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 2:00 PM",82,AQI US - Trung bình,26.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 3:00 PM",76,AQI US - Trung bình,23.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 4:00 PM",69,AQI US - Trung bình,20.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 5:00 PM",90,AQI US - Trung bình,30.7,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 6:00 PM",106,AQI US - Không lành mạnh cho các nhóm nhạy cảm,37.5,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"23 Nov 2021, 7:00 PM",160,AQI US - Không lành mạnh,72.6,PM2.5 µg/m³ - Trung bình
Vo Thi Sau High School,"23 Nov 2021, 8:00 PM",146,AQI US - Không lành mạnh cho các nhóm nhạy cảm,54.1,PM2.5 µg/m³ - Trung bình
Vo Thi Sau High School,"23 Nov 2021, 9:00 PM",141,AQI US - Không lành mạnh cho các nhóm nhạy cảm,52,PM2.5 µg/m³ - Trung bình
Vo Thi Sau High School,"24 Nov 2021, 1:00 AM",53,AQI US - Trung bình,12.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 2:00 AM",45,AQI US - Tốt,11,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 3:00 AM",53,AQI US - Trung bình,12.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 4:00 AM",75,AQI US - Trung bình,23.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 5:00 AM",154,AQI US - Không lành mạnh,60.7,PM2.5 µg/m³ - Trung bình
Vo Thi Sau High School,"24 Nov 2021, 6:00 AM",111,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.5,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 7:00 AM",86,AQI US - Trung bình,28.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 8:00 AM",90,AQI US - Trung bình,30.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 9:00 AM",116,AQI US - Không lành mạnh cho các nhóm nhạy cảm,41.6,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 10:00 AM",106,AQI US - Không lành mạnh cho các nhóm nhạy cảm,37.7,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 11:00 AM",121,AQI US - Không lành mạnh cho các nhóm nhạy cảm,43.7,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 12:00 PM",152,AQI US - Không lành mạnh,57.5,PM2.5 µg/m³ - Trung bình
Vo Thi Sau High School,"24 Nov 2021, 1:00 PM",65,AQI US - Trung bình,19,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 2:00 PM",55,AQI US - Trung bình,14,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 3:00 PM",67,AQI US - Trung bình,19.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 5:00 PM",111,AQI US - Không lành mạnh cho các nhóm nhạy cảm,39.7,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 6:00 PM",76,AQI US - Trung bình,23.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 7:00 PM",123,AQI US - Không lành mạnh cho các nhóm nhạy cảm,44.5,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 8:00 PM",82,AQI US - Trung bình,26.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 9:00 PM",63,AQI US - Trung bình,17.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 10:00 PM",61,AQI US - Trung bình,16.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"24 Nov 2021, 11:00 PM",59,AQI US - Trung bình,15.9,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"25 Nov 2021, 12:00 AM",80,AQI US - Trung bình,25.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"25 Nov 2021, 1:00 AM",78,AQI US - Trung bình,24.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"25 Nov 2021, 2:00 AM",80,AQI US - Trung bình,25.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"25 Nov 2021, 3:00 AM",78,AQI US - Trung bình,24.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"25 Nov 2021, 4:00 AM",73,AQI US - Trung bình,22.8,PM2.5 µg/m³ - Tốt
Vo Thi Sau High School,"25 Nov 2021, 5:00 AM",74,AQI US - Trung bình,22.9,PM2.5 µg/m³ - Tốt
