timestamp,value,rating
"21 Nov, 8:00 AM",92.7,PM2.5 µg/m³ - Trung bình
"21 Nov, 9:00 AM",43.5,PM2.5 µg/m³ - Tốt
"21 Nov, 10:00 AM",29.8,PM2.5 µg/m³ - Tốt
"21 Nov, 11:00 AM",26.9,PM2.5 µg/m³ - Tốt
"21 Nov, 12:00 PM",28.9,PM2.5 µg/m³ - Tốt
"21 Nov, 1:00 PM",20.9,PM2.5 µg/m³ - Tốt
"21 Nov, 2:00 PM",22.9,PM2.5 µg/m³ - Tốt
"21 Nov, 3:00 PM",17,PM2.5 µg/m³ - Tốt
"21 Nov, 4:00 PM",16,PM2.5 µg/m³ - Tốt
"21 Nov, 5:00 PM",36.8,PM2.5 µg/m³ - Tốt
"21 Nov, 6:00 PM",16.9,PM2.5 µg/m³ - Tốt
"21 Nov, 7:00 PM",15.9,PM2.5 µg/m³ - Tốt
"21 Nov, 8:00 PM",16.9,PM2.5 µg/m³ - Tốt
"21 Nov, 9:00 PM",17.9,PM2.5 µg/m³ - Tốt
"21 Nov, 10:00 PM",20.9,PM2.5 µg/m³ - Tốt
"21 Nov, 11:00 PM",27.8,PM2.5 µg/m³ - Tốt
"21 Nov, 7:00 AM",111.4,PM2.5 µg/m³ - Không lành mạnh cho các nhóm nhạy cảm
"22 Nov, 12:00 AM",21.9,PM2.5 µg/m³ - Tốt
"22 Nov, 1:00 AM",24.8,PM2.5 µg/m³ - Tốt
"22 Nov, 2:00 AM",25.8,PM2.5 µg/m³ - Tốt
"22 Nov, 3:00 AM",23.8,PM2.5 µg/m³ - Tốt
"22 Nov, 4:00 AM",26.8,PM2.5 µg/m³ - Tốt
"22 Nov, 5:00 AM",20.9,PM2.5 µg/m³ - Tốt
"22 Nov, 6:00 AM",20.9,PM2.5 µg/m³ - Tốt
"22 Nov, 7:00 AM",23.8,PM2.5 µg/m³ - Tốt
"22 Nov, 8:00 AM",23.9,PM2.5 µg/m³ - Tốt
"22 Nov, 9:00 AM",15.9,PM2.5 µg/m³ - Tốt
"22 Nov, 10:00 AM",13,PM2.5 µg/m³ - Tốt
"22 Nov, 11:00 AM",16,PM2.5 µg/m³ - Tốt
"22 Nov, 12:00 PM",22.9,PM2.5 µg/m³ - Tốt
"22 Nov, 1:00 PM",17.9,PM2.5 µg/m³ - Tốt
"22 Nov, 2:00 PM",8,PM2.5 µg/m³ - Tốt
