timestamp,value,rating
"16 Nov, 7:00 AM",37.6,PM2.5 µg/m³ - Tốt
"16 Nov, 8:00 AM",35.6,PM2.5 µg/m³ - Tốt
"16 Nov, 9:00 AM",33.6,PM2.5 µg/m³ - Tốt
"16 Nov, 10:00 AM",30.7,PM2.5 µg/m³ - Tốt
"16 Nov, 11:00 AM",19.9,PM2.5 µg/m³ - Tốt
"16 Nov, 12:00 PM",22.9,PM2.5 µg/m³ - Tốt
"16 Nov, 1:00 PM",20.9,PM2.5 µg/m³ - Tốt
"16 Nov, 2:00 PM",16.9,PM2.5 µg/m³ - Tốt
"16 Nov, 3:00 PM",8,PM2.5 µg/m³ - Tốt
"16 Nov, 4:00 PM",9,PM2.5 µg/m³ - Tốt
"16 Nov, 5:00 PM",7,PM2.5 µg/m³ - Tốt
"16 Nov, 6:00 PM",8,PM2.5 µg/m³ - Tốt
"16 Nov, 7:00 PM",16,PM2.5 µg/m³ - Tốt
"16 Nov, 8:00 PM",21.9,PM2.5 µg/m³ - Tốt
"16 Nov, 9:00 PM",21.9,PM2.5 µg/m³ - Tốt
"16 Nov, 10:00 PM",25.9,PM2.5 µg/m³ - Tốt
"16 Nov, 11:00 PM",22.9,PM2.5 µg/m³ - Tốt
"17 Nov, 12:00 AM",21.9,PM2.5 µg/m³ - Tốt
"17 Nov, 1:00 AM",21.9,PM2.5 µg/m³ - Tốt
"17 Nov, 2:00 AM",22.9,PM2.5 µg/m³ - Tốt
"17 Nov, 3:00 AM",21.9,PM2.5 µg/m³ - Tốt
"17 Nov, 4:00 AM",20.9,PM2.5 µg/m³ - Tốt
"17 Nov, 5:00 AM",25.8,PM2.5 µg/m³ - Tốt
"17 Nov, 6:00 AM",27.8,PM2.5 µg/m³ - Tốt
"17 Nov, 7:00 AM",36.6,PM2.5 µg/m³ - Tốt
"17 Nov, 8:00 AM",61.8,PM2.5 µg/m³ - Trung bình
"17 Nov, 9:00 AM",63.7,PM2.5 µg/m³ - Trung bình
"17 Nov, 10:00 AM",54.4,PM2.5 µg/m³ - Trung bình
"17 Nov, 11:00 AM",50.5,PM2.5 µg/m³ - Tốt
"17 Nov, 12:00 PM",39.7,PM2.5 µg/m³ - Tốt
"17 Nov, 1:00 PM",36.8,PM2.5 µg/m³ - Tốt
"17 Nov, 2:00 PM",39.8,PM2.5 µg/m³ - Tốt
"17 Nov, 3:00 PM",47.6,PM2.5 µg/m³ - Tốt
"17 Nov, 4:00 PM",27,PM2.5 µg/m³ - Tốt
"17 Nov, 5:00 PM",23.8,PM2.5 µg/m³ - Tốt
"17 Nov, 6:00 PM",27.8,PM2.5 µg/m³ - Tốt
"17 Nov, 7:00 PM",19.9,PM2.5 µg/m³ - Tốt
"17 Nov, 8:00 PM",14.9,PM2.5 µg/m³ - Tốt
"17 Nov, 9:00 PM",15.9,PM2.5 µg/m³ - Tốt
"17 Nov, 10:00 PM",16.9,PM2.5 µg/m³ - Tốt
"17 Nov, 11:00 PM",19.9,PM2.5 µg/m³ - Tốt
"18 Nov, 12:00 AM",30.7,PM2.5 µg/m³ - Tốt
"18 Nov, 1:00 AM",61.7,PM2.5 µg/m³ - Trung bình
"18 Nov, 2:00 AM",54,PM2.5 µg/m³ - Trung bình
"18 Nov, 3:00 AM",58.8,PM2.5 µg/m³ - Trung bình
"18 Nov, 4:00 AM",42.4,PM2.5 µg/m³ - Tốt
"18 Nov, 5:00 AM",36.6,PM2.5 µg/m³ - Tốt
"18 Nov, 6:00 AM",44.3,PM2.5 µg/m³ - Tốt
"18 Nov, 7:00 AM",64.6,PM2.5 µg/m³ - Trung bình
"18 Nov, 8:00 AM",62.7,PM2.5 µg/m³ - Trung bình
"18 Nov, 9:00 AM",55,PM2.5 µg/m³ - Trung bình
"18 Nov, 10:00 AM",58.1,PM2.5 µg/m³ - Trung bình
"18 Nov, 11:00 AM",63.9,PM2.5 µg/m³ - Trung bình
"18 Nov, 12:00 PM",28.8,PM2.5 µg/m³ - Tốt
"18 Nov, 1:00 PM",28.9,PM2.5 µg/m³ - Tốt
"18 Nov, 2:00 PM",28.9,PM2.5 µg/m³ - Tốt
"18 Nov, 3:00 PM",14,PM2.5 µg/m³ - Tốt
"18 Nov, 4:00 PM",8,PM2.5 µg/m³ - Tốt
"18 Nov, 5:00 PM",9,PM2.5 µg/m³ - Tốt
"18 Nov, 6:00 PM",14,PM2.5 µg/m³ - Tốt
"18 Nov, 7:00 PM",25.8,PM2.5 µg/m³ - Tốt
"18 Nov, 8:00 PM",24.9,PM2.5 µg/m³ - Tốt
"18 Nov, 9:00 PM",24.9,PM2.5 µg/m³ - Tốt
"18 Nov, 10:00 PM",19.9,PM2.5 µg/m³ - Tốt
"18 Nov, 11:00 PM",19.9,PM2.5 µg/m³ - Tốt
"19 Nov, 12:00 AM",21.9,PM2.5 µg/m³ - Tốt
"19 Nov, 1:00 AM",20.9,PM2.5 µg/m³ - Tốt
"19 Nov, 2:00 AM",49.2,PM2.5 µg/m³ - Tốt
"19 Nov, 3:00 AM",79,PM2.5 µg/m³ - Trung bình
"19 Nov, 4:00 AM",100.5,PM2.5 µg/m³ - Trung bình
"19 Nov, 5:00 AM",73.2,PM2.5 µg/m³ - Trung bình
"19 Nov, 6:00 AM",60.7,PM2.5 µg/m³ - Trung bình
"19 Nov, 7:00 AM",46.3,PM2.5 µg/m³ - Tốt
"19 Nov, 8:00 AM",39.5,PM2.5 µg/m³ - Tốt
"19 Nov, 9:00 AM",34.6,PM2.5 µg/m³ - Tốt
"19 Nov, 10:00 AM",25.9,PM2.5 µg/m³ - Tốt
"19 Nov, 11:00 AM",21.9,PM2.5 µg/m³ - Tốt
"19 Nov, 12:00 PM",25.9,PM2.5 µg/m³ - Tốt
